Date;Area;Duration;Visitors
09/08/2019;Piazza Rossini (Palazzo Malvezzi);less 1 minute;5355
09/08/2019;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;237
09/08/2019;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;27
09/08/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;28
09/08/2019;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;5
09/08/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;34
09/08/2019;2 Torri (Inizio Portico Via Zamboni);less 1 minute;4831
09/08/2019;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;144
09/08/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;86
09/08/2019;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;21
09/08/2019;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;29
09/08/2019;2 Torri (Inizio Portico Via Zamboni);over 6 hours;82
10/08/2019;Porta San Donato;from 20 to 40 minutes;556
10/08/2019;Piazza Puntoni (Via Zamboni);from 1 to 5 minutes;923
10/08/2019;Via San Giacomo;from 10 to 20 minutes;102
10/08/2019;Via San Giacomo;from 3 to 4 hours;3
10/08/2019;Via San Giacomo;over 6 hours;8
10/08/2019;Piazza Scaravilli;less 1 minute;4863
10/08/2019;Piazza Scaravilli;from 5 to 10 minutes;126
10/08/2019;Piazza Scaravilli;from 20 to 40 minutes;81
10/08/2019;Piazza Scaravilli;over 6 hours;7
10/08/2019;Palazzo Poggi;from 90 to 120 minutes;0
10/08/2019;Palazzo Poggi;over 6 hours;0
10/08/2019;Via Del Guasto;from 10 to 20 minutes;33
10/08/2019;Via Del Guasto;from 60 to 90 minutes;4
10/08/2019;Piazza Verdi;less 1 minute;3162
10/08/2019;Piazza Verdi;from 90 to 120 minutes;37
10/08/2019;Facoltà Di Giurisprudenza;from 4 to 6 hours;1
10/08/2019;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;18
10/08/2019;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;30
11/08/2019;Porta San Donato;less 1 minute;5896
11/08/2019;Porta San Donato;from 10 to 20 minutes;514
11/08/2019;Porta San Donato;from 40 to 60 minutes;119
11/08/2019;Porta San Donato;from 60 to 90 minutes;71
11/08/2019;Porta San Donato;from 2 to 3 hours;34
11/08/2019;Porta San Donato;from 3 to 4 hours;18
11/08/2019;Piazza Puntoni (Via Zamboni);less 1 minute;1115
11/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;13
11/08/2019;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;11
11/08/2019;Via San Giacomo;from 5 to 10 minutes;66
11/08/2019;Piazza Scaravilli;from 1 to 5 minutes;236
11/08/2019;Piazza Scaravilli;from 2 to 3 hours;3
11/08/2019;Piazza Scaravilli;over 6 hours;3
11/08/2019;Via Del Guasto;over 6 hours;5
11/08/2019;Piazza Verdi;from 60 to 90 minutes;63
11/08/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;1541
11/08/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;21
11/08/2019;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;1904
11/08/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;502
11/08/2019;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;112
11/08/2019;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;56
12/08/2019;Porta San Donato;less 1 minute;5347
12/08/2019;Porta San Donato;from 1 to 5 minutes;3511
12/08/2019;Porta San Donato;from 5 to 10 minutes;427
12/08/2019;Porta San Donato;from 10 to 20 minutes;516
12/08/2019;Porta San Donato;from 60 to 90 minutes;91
12/08/2019;Porta San Donato;from 3 to 4 hours;33
12/08/2019;Porta San Donato;over 6 hours;48
12/08/2019;Piazza Puntoni (Via Zamboni);from 1 to 5 minutes;711
12/08/2019;Via San Giacomo;from 3 to 4 hours;3
12/08/2019;Piazza Scaravilli;from 10 to 20 minutes;29
12/08/2019;Palazzo Poggi;from 2 to 3 hours;0
12/08/2019;Via Del Guasto;from 10 to 20 minutes;27
12/08/2019;Piazza Verdi;from 40 to 60 minutes;88
12/08/2019;Piazza Verdi;from 60 to 90 minutes;65
12/08/2019;Piazza Verdi;from 4 to 6 hours;7
12/08/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;1315
12/08/2019;Facoltà Di Giurisprudenza;from 20 to 40 minutes;78
12/08/2019;Facoltà Di Giurisprudenza;from 2 to 3 hours;3
12/08/2019;Facoltà Di Giurisprudenza;from 4 to 6 hours;1
12/08/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;22
12/08/2019;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;12
12/08/2019;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;4
12/08/2019;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;2081
12/08/2019;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;24
13/08/2019;Porta San Donato;less 1 minute;5558
13/08/2019;Porta San Donato;from 60 to 90 minutes;105
13/08/2019;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;135
13/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;66
13/08/2019;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;46
14/08/2019;Via San Giacomo;over 6 hours;10
14/08/2019;Piazza Scaravilli;from 10 to 20 minutes;87
14/08/2019;Piazza Scaravilli;from 40 to 60 minutes;16
14/08/2019;Palazzo Poggi;less 1 minute;0
14/08/2019;Palazzo Poggi;from 1 to 5 minutes;0
14/08/2019;Palazzo Poggi;from 10 to 20 minutes;0
14/08/2019;Palazzo Poggi;from 2 to 3 hours;0
14/08/2019;Via Del Guasto;from 40 to 60 minutes;5
14/08/2019;Via Del Guasto;from 2 to 3 hours;3
14/08/2019;Piazza Verdi;from 5 to 10 minutes;331
14/08/2019;Piazza Verdi;from 40 to 60 minutes;127
14/08/2019;Piazza Verdi;from 3 to 4 hours;6
14/08/2019;Facoltà Di Giurisprudenza;from 90 to 120 minutes;5
14/08/2019;Facoltà Di Giurisprudenza;over 6 hours;1
14/08/2019;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;8
14/08/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;29
14/08/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;775
14/08/2019;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;702
15/08/2019;Porta San Donato;from 5 to 10 minutes;339
15/08/2019;Porta San Donato;from 2 to 3 hours;47
15/08/2019;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;13
15/08/2019;Via San Giacomo;from 20 to 40 minutes;24
15/08/2019;Piazza Scaravilli;from 4 to 6 hours;0
15/08/2019;Palazzo Poggi;from 40 to 60 minutes;0
15/08/2019;Via Del Guasto;from 3 to 4 hours;0
15/08/2019;Piazza Verdi;from 10 to 20 minutes;339
15/08/2019;Piazza Verdi;from 90 to 120 minutes;38
15/08/2019;Piazza Verdi;from 4 to 6 hours;13
15/08/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;1817
15/08/2019;Facoltà Di Giurisprudenza;from 3 to 4 hours;1
15/08/2019;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;64
15/08/2019;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;7
15/08/2019;2 Torri (Inizio Portico Via Zamboni);less 1 minute;3425
15/08/2019;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;38
15/08/2019;2 Torri (Inizio Portico Via Zamboni);over 6 hours;75
16/08/2019;Porta San Donato;from 1 to 5 minutes;3583
16/08/2019;Porta San Donato;from 2 to 3 hours;37
16/08/2019;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;149
16/08/2019;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;99
16/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;27
16/08/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;17
16/08/2019;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;12
16/08/2019;Via San Giacomo;from 20 to 40 minutes;17
16/08/2019;Via San Giacomo;from 2 to 3 hours;3
16/08/2019;Piazza Scaravilli;from 20 to 40 minutes;19
16/08/2019;Palazzo Poggi;from 2 to 3 hours;0
16/08/2019;Via Del Guasto;from 10 to 20 minutes;56
16/08/2019;Via Del Guasto;from 90 to 120 minutes;3
16/08/2019;Piazza Verdi;from 10 to 20 minutes;341
16/08/2019;Piazza Verdi;from 60 to 90 minutes;93
16/08/2019;Facoltà Di Giurisprudenza;from 5 to 10 minutes;226
16/08/2019;Facoltà Di Giurisprudenza;from 2 to 3 hours;2
16/08/2019;Facoltà Di Giurisprudenza;over 6 hours;2
16/08/2019;Piazza Rossini (Palazzo Malvezzi);less 1 minute;4029
16/08/2019;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;189
16/08/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;31
16/08/2019;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;198
17/08/2019;Porta San Donato;less 1 minute;6898
17/08/2019;Porta San Donato;from 40 to 60 minutes;109
17/08/2019;Porta San Donato;from 90 to 120 minutes;59
17/08/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;12
17/08/2019;Piazza Puntoni (Via Zamboni);over 6 hours;43
17/08/2019;Via San Giacomo;less 1 minute;3588
17/08/2019;Via San Giacomo;from 40 to 60 minutes;10
17/08/2019;Via San Giacomo;from 60 to 90 minutes;4
17/08/2019;Via San Giacomo;from 3 to 4 hours;2
17/08/2019;Piazza Scaravilli;from 20 to 40 minutes;19
17/08/2019;Piazza Scaravilli;from 90 to 120 minutes;2
17/08/2019;Via Del Guasto;from 3 to 4 hours;0
17/08/2019;Piazza Verdi;less 1 minute;4001
17/08/2019;Piazza Verdi;from 10 to 20 minutes;368
17/08/2019;Piazza Verdi;from 40 to 60 minutes;183
17/08/2019;Piazza Verdi;over 6 hours;27
17/08/2019;Facoltà Di Giurisprudenza;from 10 to 20 minutes;217
17/08/2019;Facoltà Di Giurisprudenza;from 60 to 90 minutes;19
17/08/2019;Facoltà Di Giurisprudenza;over 6 hours;1
17/08/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;13
17/08/2019;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;1
17/08/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;27
17/08/2019;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;3130
17/08/2019;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;838
18/08/2019;Porta San Donato;less 1 minute;5676
18/08/2019;Porta San Donato;from 1 to 5 minutes;3766
18/08/2019;Porta San Donato;from 60 to 90 minutes;56
18/08/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;26
18/08/2019;Via San Giacomo;from 40 to 60 minutes;14
18/08/2019;Via San Giacomo;from 4 to 6 hours;3
18/08/2019;Piazza Scaravilli;from 60 to 90 minutes;7
18/08/2019;Piazza Scaravilli;from 90 to 120 minutes;1
18/08/2019;Palazzo Poggi;from 2 to 3 hours;0
18/08/2019;Via Del Guasto;from 20 to 40 minutes;18
18/08/2019;Piazza Verdi;from 60 to 90 minutes;85
18/08/2019;Piazza Verdi;from 2 to 3 hours;33
18/08/2019;Facoltà Di Giurisprudenza;from 5 to 10 minutes;326
18/08/2019;Facoltà Di Giurisprudenza;from 20 to 40 minutes;101
18/08/2019;Facoltà Di Giurisprudenza;from 90 to 120 minutes;0
18/08/2019;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;1363
18/08/2019;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;78
19/08/2019;Porta San Donato;less 1 minute;6206
19/08/2019;Porta San Donato;from 2 to 3 hours;58
19/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;74
19/08/2019;Piazza Puntoni (Via Zamboni);from 4 to 6 hours;19
19/08/2019;Via San Giacomo;from 20 to 40 minutes;53
19/08/2019;Via San Giacomo;from 90 to 120 minutes;7
19/08/2019;Piazza Scaravilli;less 1 minute;1670
19/08/2019;Piazza Scaravilli;from 10 to 20 minutes;69
19/08/2019;Piazza Scaravilli;from 2 to 3 hours;2
19/08/2019;Piazza Scaravilli;over 6 hours;2
19/08/2019;Palazzo Poggi;from 90 to 120 minutes;0
19/08/2019;Via Del Guasto;over 6 hours;5
19/08/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;1571
19/08/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;24
19/08/2019;Facoltà Di Giurisprudenza;from 60 to 90 minutes;8
19/08/2019;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;29
19/08/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;13
19/08/2019;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;4
19/08/2019;2 Torri (Inizio Portico Via Zamboni);less 1 minute;4180
19/08/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;770
19/08/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;83
19/08/2019;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;85
19/08/2019;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;22
20/08/2019;Porta San Donato;from 5 to 10 minutes;609
20/08/2019;Porta San Donato;from 20 to 40 minutes;684
20/08/2019;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;32
20/08/2019;Via San Giacomo;from 1 to 5 minutes;1295
20/08/2019;Via San Giacomo;from 3 to 4 hours;10
20/08/2019;Palazzo Poggi;from 4 to 6 hours;0
20/08/2019;Piazza Verdi;from 20 to 40 minutes;408
20/08/2019;Piazza Verdi;from 90 to 120 minutes;41
20/08/2019;Facoltà Di Giurisprudenza;from 90 to 120 minutes;5
20/08/2019;Piazza Rossini (Palazzo Malvezzi);less 1 minute;4959
20/08/2019;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;120
21/08/2019;Porta San Donato;from 5 to 10 minutes;560
21/08/2019;Porta San Donato;from 10 to 20 minutes;621
21/08/2019;Piazza Puntoni (Via Zamboni);from 1 to 5 minutes;974
21/08/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;28
21/08/2019;Via San Giacomo;from 20 to 40 minutes;100
21/08/2019;Via San Giacomo;from 40 to 60 minutes;22
21/08/2019;Via San Giacomo;from 60 to 90 minutes;20
21/08/2019;Via San Giacomo;from 90 to 120 minutes;11
21/08/2019;Piazza Scaravilli;from 40 to 60 minutes;15
21/08/2019;Piazza Scaravilli;from 90 to 120 minutes;4
21/08/2019;Piazza Scaravilli;from 2 to 3 hours;6
21/08/2019;Palazzo Poggi;from 1 to 5 minutes;0
21/08/2019;Palazzo Poggi;from 5 to 10 minutes;0
21/08/2019;Palazzo Poggi;from 60 to 90 minutes;0
21/08/2019;Palazzo Poggi;from 90 to 120 minutes;0
21/08/2019;Palazzo Poggi;from 4 to 6 hours;0
21/08/2019;Via Del Guasto;from 3 to 4 hours;1
21/08/2019;Piazza Verdi;from 10 to 20 minutes;357
21/08/2019;Facoltà Di Giurisprudenza;less 1 minute;4568
21/08/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;1427
21/08/2019;Facoltà Di Giurisprudenza;from 5 to 10 minutes;235
21/08/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;17
21/08/2019;Facoltà Di Giurisprudenza;from 90 to 120 minutes;2
21/08/2019;Facoltà Di Giurisprudenza;from 2 to 3 hours;3
21/08/2019;Facoltà Di Giurisprudenza;from 4 to 6 hours;1
21/08/2019;Facoltà Di Giurisprudenza;over 6 hours;1
21/08/2019;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;183
21/08/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;16
21/08/2019;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;5
21/08/2019;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;212
21/08/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;71
21/08/2019;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;52
21/08/2019;2 Torri (Inizio Portico Via Zamboni);over 6 hours;101
22/08/2019;Porta San Donato;less 1 minute;6540
22/08/2019;Porta San Donato;from 10 to 20 minutes;718
22/08/2019;Porta San Donato;from 2 to 3 hours;50
22/08/2019;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;187
22/08/2019;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;206
22/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;64
22/08/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;22
22/08/2019;Piazza Puntoni (Via Zamboni);over 6 hours;30
22/08/2019;Via San Giacomo;less 1 minute;3192
22/08/2019;Via San Giacomo;from 20 to 40 minutes;180
22/08/2019;Via San Giacomo;from 40 to 60 minutes;38
22/08/2019;Via San Giacomo;from 2 to 3 hours;23
22/08/2019;Via San Giacomo;from 4 to 6 hours;16
22/08/2019;Piazza Scaravilli;from 20 to 40 minutes;0
22/08/2019;Piazza Scaravilli;from 2 to 3 hours;0
22/08/2019;Palazzo Poggi;from 5 to 10 minutes;16
22/08/2019;Palazzo Poggi;from 20 to 40 minutes;8
22/08/2019;Palazzo Poggi;from 2 to 3 hours;2
22/08/2019;Palazzo Poggi;over 6 hours;0
22/08/2019;Via Del Guasto;less 1 minute;1202
22/08/2019;Via Del Guasto;from 10 to 20 minutes;43
22/08/2019;Via Del Guasto;from 60 to 90 minutes;8
22/08/2019;Piazza Verdi;from 60 to 90 minutes;100
22/08/2019;Piazza Verdi;from 4 to 6 hours;9
22/08/2019;Facoltà Di Giurisprudenza;from 3 to 4 hours;1
22/08/2019;Piazza Rossini (Palazzo Malvezzi);less 1 minute;5166
22/08/2019;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;94
22/08/2019;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;2554
22/08/2019;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;565
22/08/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;76
22/08/2019;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;25
23/08/2019;Porta San Donato;from 1 to 5 minutes;4948
23/08/2019;Porta San Donato;from 10 to 20 minutes;727
23/08/2019;Porta San Donato;from 40 to 60 minutes;105
23/08/2019;Porta San Donato;from 2 to 3 hours;54
23/08/2019;Piazza Puntoni (Via Zamboni);less 1 minute;1658
23/08/2019;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;154
23/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;61
23/08/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;27
23/08/2019;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;15
23/08/2019;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;17
23/08/2019;Via San Giacomo;from 1 to 5 minutes;1384
23/08/2019;Via San Giacomo;from 2 to 3 hours;19
23/08/2019;Via San Giacomo;from 4 to 6 hours;11
23/08/2019;Piazza Scaravilli;from 10 to 20 minutes;0
23/08/2019;Piazza Scaravilli;from 20 to 40 minutes;0
23/08/2019;Piazza Scaravilli;from 40 to 60 minutes;0
23/08/2019;Piazza Scaravilli;from 60 to 90 minutes;0
23/08/2019;Piazza Scaravilli;from 90 to 120 minutes;0
23/08/2019;Piazza Scaravilli;from 2 to 3 hours;0
23/08/2019;Piazza Scaravilli;from 4 to 6 hours;0
23/08/2019;Piazza Scaravilli;over 6 hours;0
23/08/2019;Palazzo Poggi;from 5 to 10 minutes;19
23/08/2019;Palazzo Poggi;from 10 to 20 minutes;9
23/08/2019;Palazzo Poggi;over 6 hours;0
23/08/2019;Via Del Guasto;from 5 to 10 minutes;32
23/08/2019;Via Del Guasto;from 20 to 40 minutes;20
23/08/2019;Via Del Guasto;from 60 to 90 minutes;4
23/08/2019;Via Del Guasto;from 90 to 120 minutes;3
23/08/2019;Piazza Verdi;less 1 minute;4021
23/08/2019;Piazza Verdi;from 5 to 10 minutes;450
23/08/2019;Piazza Verdi;from 20 to 40 minutes;407
23/08/2019;Facoltà Di Giurisprudenza;less 1 minute;5269
23/08/2019;Facoltà Di Giurisprudenza;from 20 to 40 minutes;123
23/08/2019;Facoltà Di Giurisprudenza;from 3 to 4 hours;1
23/08/2019;Facoltà Di Giurisprudenza;from 4 to 6 hours;1
23/08/2019;Piazza Rossini (Palazzo Malvezzi);from 10 to 20 minutes;117
23/08/2019;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;90
23/08/2019;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;26
23/08/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;29
23/08/2019;2 Torri (Inizio Portico Via Zamboni);less 1 minute;4109
23/08/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;757
23/08/2019;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;237
23/08/2019;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;155
24/08/2019;Porta San Donato;less 1 minute;8038
24/08/2019;Porta San Donato;from 5 to 10 minutes;563
24/08/2019;Porta San Donato;from 20 to 40 minutes;596
24/08/2019;Porta San Donato;from 40 to 60 minutes;127
24/08/2019;Porta San Donato;from 60 to 90 minutes;112
24/08/2019;Porta San Donato;from 2 to 3 hours;35
24/08/2019;Porta San Donato;from 3 to 4 hours;25
24/08/2019;Porta San Donato;from 4 to 6 hours;23
24/08/2019;Piazza Puntoni (Via Zamboni);less 1 minute;1771
24/08/2019;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;159
24/08/2019;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;135
24/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;51
24/08/2019;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;16
24/08/2019;Piazza Puntoni (Via Zamboni);from 4 to 6 hours;11
24/08/2019;Via San Giacomo;from 1 to 5 minutes;1655
24/08/2019;Via San Giacomo;from 90 to 120 minutes;13
24/08/2019;Via San Giacomo;from 3 to 4 hours;8
24/08/2019;Piazza Scaravilli;from 20 to 40 minutes;0
24/08/2019;Piazza Scaravilli;from 90 to 120 minutes;0
24/08/2019;Piazza Scaravilli;from 4 to 6 hours;0
24/08/2019;Piazza Scaravilli;over 6 hours;0
24/08/2019;Palazzo Poggi;from 10 to 20 minutes;0
24/08/2019;Palazzo Poggi;from 20 to 40 minutes;0
24/08/2019;Palazzo Poggi;from 40 to 60 minutes;0
24/08/2019;Palazzo Poggi;from 60 to 90 minutes;0
24/08/2019;Palazzo Poggi;from 3 to 4 hours;0
24/08/2019;Via Del Guasto;less 1 minute;1502
24/08/2019;Via Del Guasto;from 10 to 20 minutes;16
24/08/2019;Via Del Guasto;from 20 to 40 minutes;11
24/08/2019;Via Del Guasto;from 3 to 4 hours;1
24/08/2019;Via Del Guasto;over 6 hours;2
24/08/2019;Piazza Verdi;from 4 to 6 hours;19
24/08/2019;Piazza Verdi;over 6 hours;33
24/08/2019;Facoltà Di Giurisprudenza;less 1 minute;5668
24/08/2019;Facoltà Di Giurisprudenza;from 5 to 10 minutes;405
24/08/2019;Facoltà Di Giurisprudenza;from 20 to 40 minutes;191
24/08/2019;Facoltà Di Giurisprudenza;over 6 hours;4
24/08/2019;Piazza Rossini (Palazzo Malvezzi);less 1 minute;5670
24/08/2019;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;1768
24/08/2019;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;95
24/08/2019;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;1
24/08/2019;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;2
24/08/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;30
24/08/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;800
24/08/2019;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;220
24/08/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;59
24/08/2019;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;63
25/08/2019;Porta San Donato;less 1 minute;6720
25/08/2019;Porta San Donato;from 10 to 20 minutes;671
25/08/2019;Porta San Donato;from 20 to 40 minutes;515
25/08/2019;Porta San Donato;from 40 to 60 minutes;150
25/08/2019;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;132
25/08/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;68
25/08/2019;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;33
25/08/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;13
25/08/2019;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;13
25/08/2019;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;9
25/08/2019;Via San Giacomo;from 1 to 5 minutes;1637
25/08/2019;Via San Giacomo;from 20 to 40 minutes;131
25/08/2019;Via San Giacomo;from 2 to 3 hours;14
25/08/2019;Via San Giacomo;from 3 to 4 hours;9
25/08/2019;Via San Giacomo;from 4 to 6 hours;9
25/08/2019;Piazza Scaravilli;less 1 minute;0
25/08/2019;Piazza Scaravilli;from 5 to 10 minutes;0
25/08/2019;Piazza Scaravilli;from 10 to 20 minutes;0
25/08/2019;Piazza Scaravilli;from 20 to 40 minutes;0
25/08/2019;Via Del Guasto;from 1 to 5 minutes;164
25/08/2019;Via Del Guasto;from 10 to 20 minutes;14
25/08/2019;Via Del Guasto;from 20 to 40 minutes;12
25/08/2019;Via Del Guasto;from 60 to 90 minutes;3
25/08/2019;Via Del Guasto;from 2 to 3 hours;2
25/08/2019;Via Del Guasto;from 3 to 4 hours;0
25/08/2019;Via Del Guasto;over 6 hours;2
25/08/2019;Piazza Verdi;from 5 to 10 minutes;539
25/08/2019;Piazza Verdi;from 10 to 20 minutes;471
25/08/2019;Piazza Verdi;from 90 to 120 minutes;63
25/08/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;2499
25/08/2019;Facoltà Di Giurisprudenza;from 5 to 10 minutes;401
25/08/2019;Facoltà Di Giurisprudenza;from 10 to 20 minutes;237
25/08/2019;Facoltà Di Giurisprudenza;from 20 to 40 minutes;162
25/08/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;35
25/08/2019;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;312
25/08/2019;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;21
25/08/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;13
25/08/2019;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;2
25/08/2019;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;4
25/08/2019;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;3
25/08/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;28
25/08/2019;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;3710
25/08/2019;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;174
25/08/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;72
25/08/2019;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;59
25/08/2019;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;25
25/08/2019;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;30
26/08/2019;Porta San Donato;from 5 to 10 minutes;835
